pair_id,case_id,source_line_no,function_id_a,function_id_b,label,graphcodebert_prediction,llm_bcb_style_prediction,error_type,confidence,failure_category,normalized_category,recommended_route,static_solvability,dynamic_solvability,execution_priority,method_name_a,method_name_b,token_jaccard,strict_clone,bcb_style_clone
1248,2813,2813,21998571,18544890,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readTwitterFead,get,0.186275,no,no
1249,2814,2814,12039034,16215393,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,importRoles,importSequences,0.30303,no,no
1250,2816,2816,8588992,1235538,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,perform,encrypt,0.045714,no,no
1251,2817,2817,14819747,20128728,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,copyFile,0.052941,no,no
1252,2820,2820,14617444,12171364,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readUNI,getFrameworkFactory,0.16,no,no
1253,2821,2821,1169642,614099,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,run,doVersionCheck,0.191667,no,no
1254,2825,2825,397240,10690321,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,readAndRewrite,readData,0.03268,no,no
1255,2829,2829,19494842,8983517,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,callService,getUser,0.220588,no,no
1256,2830,2830,1169642,21016435,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,run,getFullScreenUrl,0.171429,no,no
1257,2831,2831,1169642,20602651,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,run,readURL,0.192308,no,no
1258,2834,2834,7468819,21016435,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,run,getFullScreenUrl,0.184466,no,no
1259,2835,2835,20028790,16215393,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,setBundleInfoName,importSequences,0.194805,no,no
1260,2836,2836,2396191,742465,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getLinksFromURLFast,doVersionCheck,0.145455,no,no
1261,2840,2840,17202158,16353490,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readZoneIDs,executePost,0.207792,no,no
1262,2842,2842,21998571,12197169,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readTwitterFead,read,0.163043,no,no
1263,2843,2843,20602651,22625683,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readURL,downloadModel,0.151515,no,no
1264,2844,2844,2396191,22442270,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getLinksFromURLFast,handledRun,0.121429,no,no
1265,2850,2850,3409084,13207437,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getRequestContent,sendRequestObjectResponse,0.053571,no,no
1266,2851,2851,7809093,2465747,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getContent,postRequest,0.17284,no,yes
1267,2852,2852,8588992,17158020,0,1,0,FP,0.85,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,perform,encryptPassword,0.041667,no,no
1268,2853,2853,13122204,6470716,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,unzipModel,main,0.423077,no,yes
1269,2855,2855,16079868,12171364,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readIntoList,getFrameworkFactory,0.176471,no,no
1270,2857,2857,12171364,10540676,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getFrameworkFactory,checkForUpgrade,0.104972,no,no
1271,2858,2858,7945594,665420,1,0,1,FN,0.9,lexical_or_api_overlap,lexical_or_api_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,fileDownload,doVersionCheck,0.216867,no,yes
1272,2859,2859,14819747,19113613,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,copy,0.093407,no,no
1273,2862,2862,1005107,614099,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,googleImageSearch,doVersionCheck,0.182692,no,no
1274,2865,2865,8132219,10690321,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,copyFile,readData,0.055762,no,no
1275,2872,2872,22503685,13152325,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,readGeoParserResult,loadExistingAntlibs,0.134831,no,yes
1276,2875,2875,3584508,22264586,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copyFiles,0.20339,no,yes
1277,2877,2877,8983517,18097962,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getUser,getVersion,0.208955,no,no
1278,2878,2878,21998571,16215393,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readTwitterFead,importSequences,0.184783,no,no
1279,2879,2879,6890417,9450274,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,seeURLConnection,0.159574,no,yes
1280,2880,2880,12197169,16215393,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,read,importSequences,0.243243,no,no
1281,2882,2882,15799935,14819747,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,saveAttachmentBody,main,0.059406,no,no
1282,2885,2885,8973505,19307120,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,writeFileType,sendPost,0.192661,no,no
1283,2886,2886,19494842,1169642,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,callService,run,0.18018,no,no
1284,2887,2887,20519261,12724876,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readReferenceText,loadURL,0.12844,no,no
1285,2888,2888,16353490,11082670,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,executePost,lookupFutureEvents,0.131579,no,no
1286,2890,2890,614099,12724876,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,doVersionCheck,loadURL,0.15534,no,no
1287,2896,2896,18891988,7425022,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getFile,transferWSDL,0.128205,no,yes
1288,2897,2897,9210168,160705,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,run,downloadFile,0.125,no,no
1289,2898,2898,13657527,7764011,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getDatasetsList,readScalarpvviewerDocument,0.104938,no,no
1290,2906,2906,21979462,12171364,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,downloadURLtoString,getFrameworkFactory,0.216667,no,no
1291,2907,2907,11475527,22625683,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,addDataFromURL,downloadModel,0.136364,no,no
1292,2908,2908,22401746,21016435,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,sendRequest,getFullScreenUrl,0.141975,no,no
1293,2909,2909,20028790,8983517,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,setBundleInfoName,getUser,0.263889,no,no
1294,2911,2911,13657527,20210699,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getDatasetsList,getTicketsForQueue,0.152672,no,no
1295,2913,2913,18544890,10212189,0,1,0,FP,1.0,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,get,getXML,0.192308,no,no
1296,2916,2916,2396191,1169642,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getLinksFromURLFast,run,0.121622,no,no
1297,2918,2918,12039034,22625683,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,importRoles,downloadModel,0.197183,no,no
1298,2919,2919,22114133,16825994,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,medium,actionPerformed,run,0.075829,no,no
1299,2920,2920,3584508,20128728,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copyFile,0.204082,no,yes
1300,2921,2921,11082670,1005107,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,lookupFutureEvents,googleImageSearch,0.144654,no,no
1301,2922,2922,17296916,22114133,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,medium,logging,actionPerformed,0.071749,no,no
1302,2923,2923,11334468,22625683,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,wordFrequency,downloadModel,0.183099,no,no
1303,2924,2924,18891988,11377441,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getFile,resolvePlugins,0.078571,no,yes
1304,2930,2930,14819747,13499897,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,CopyFile,0.080645,no,no
1305,2931,2931,17202158,471804,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readZoneIDs,doVersionCheck,0.202899,no,no
1306,2933,2933,17202158,16215393,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readZoneIDs,importSequences,0.225806,no,no
1307,2938,2938,810342,16353490,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,doVersionCheck,executePost,0.18,no,no
1308,2941,2941,3401153,10547671,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getHTML,retrieveTemplate,0.322581,no,yes
1309,2943,2943,22401746,1005108,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,sendRequest,googleImageSearch,0.100559,no,no
1310,2947,2947,3584508,21491791,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,run,0.2,no,yes
1311,2950,2950,7891509,3409084,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,PageLoader,getRequestContent,0.333333,no,no
1312,2951,2951,1169642,11334468,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,run,wordFrequency,0.211009,no,no
1313,2953,2953,2221297,22625683,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getURLContent,downloadModel,0.214286,no,no
1314,2954,2954,1357662,22114133,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,copyFileTo,actionPerformed,0.030303,no,no
1315,2955,2955,20028790,17202158,0,1,0,FP,0.9,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,setBundleInfoName,readZoneIDs,0.254237,no,no
1316,2956,2956,17202158,16079868,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readZoneIDs,readIntoList,0.208955,no,no
1317,2957,2957,10690321,8625346,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,readData,encodeFileToFile,0.064748,no,no
1318,2965,2965,20568568,1005108,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,createHTML,googleImageSearch,0.098958,no,no
1319,2966,2966,3584508,23532405,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,persist,0.121212,no,yes
1320,2968,2968,5744493,14819747,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,onlyFileCopy,main,0.079096,no,no
1321,2971,2971,6470716,14758866,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,getResourceAsStream,0.193548,no,yes
1322,2975,2975,10218878,22114133,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,DecodeMapFile,actionPerformed,0.086735,no,no
1323,2982,2982,8983517,7633336,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getUser,executeHttpGet,0.149254,no,no
1324,2984,2984,14819747,8625346,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,encodeFileToFile,0.093407,no,no
1325,2985,2985,350482,18097962,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,doVersionCheck,getVersion,0.235294,no,no
1326,2986,2986,17580775,9319440,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runInternal,load,0.105528,no,yes
1327,2988,2988,22114133,21824901,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,actionPerformed,copyExternalResource,0.041451,no,no
1328,2990,2990,21998571,11962480,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readTwitterFead,read,0.185567,no,no
1329,2991,2991,9210168,10540676,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,run,checkForUpgrade,0.092896,no,no
1330,2992,2992,807346,10547671,1,0,1,FN,0.95,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runScript,retrieveTemplate,0.244898,no,yes
1331,2993,2993,807346,2465747,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runScript,postRequest,0.246154,no,yes
1332,2994,2994,620855,16215393,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,doVersionCheck,importSequences,0.216867,no,no
1333,3000,3000,6470716,22801734,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,setup,0.225564,no,yes
1334,3001,3001,2396191,22625683,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getLinksFromURLFast,downloadModel,0.113208,no,no
1335,3002,3002,324679,12171364,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,import_hints,getFrameworkFactory,0.148936,no,no
1336,3005,3005,21998571,3409084,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readTwitterFead,getRequestContent,0.105263,no,no
1337,3009,3009,20028790,21016435,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,setBundleInfoName,getFullScreenUrl,0.25,no,no
1338,3010,3010,11475527,17580775,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,addDataFromURL,runInternal,0.078947,no,yes
1339,3011,3011,13596891,11546108,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,doTransfer,run,0.164179,no,yes
1340,3012,3012,5543349,1005107,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,loadMFileViaWeb,googleImageSearch,0.148148,no,no
1341,3016,3016,14819747,14598566,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,copyFileByNIO,0.066667,no,no
1342,3021,3021,8973505,10540676,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,writeFileType,checkForUpgrade,0.134615,no,no
1343,3023,3023,21063400,22114133,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,doImageProcess,actionPerformed,0.066038,no,no
1344,3026,3026,3401153,2221297,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getHTML,getURLContent,0.4,no,yes
1345,3027,3027,14617444,742465,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readUNI,doVersionCheck,0.24,no,no
1346,3028,3028,10690321,5998352,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,readData,testStandardTee,0.032028,no,no
1347,3031,3031,23246123,22625683,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,createDialogArea,downloadModel,0.127273,no,no
1348,3032,3032,22844377,20210699,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,scrapeForIsbns,getTicketsForQueue,0.121019,no,no
1349,3033,3033,3409084,11082670,0,1,0,FP,1.0,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getRequestContent,lookupFutureEvents,0.083333,no,no
1350,3034,3034,16931472,1005108,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,handler,googleImageSearch,0.190476,no,no
1351,3036,3036,1169642,9319440,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,run,load,0.179487,no,no
1352,3037,3037,1508930,3631989,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,httpRequestByPOST,run,0.191781,no,yes
1353,3041,3041,8588992,8921716,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,perform,MD5,0.047337,no,no
1354,3042,3042,20073619,10540676,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getPagina,checkForUpgrade,0.096386,no,no
1355,3045,3045,18544890,1169642,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,get,run,0.186047,no,no
1356,3050,3050,22418839,13207437,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,handleHandshake,sendRequestObjectResponse,0.115942,no,no
1357,3053,3053,1169642,12171364,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,run,getFrameworkFactory,0.126984,no,no
1358,3056,3056,5061606,22114133,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,createSettingsIfNecessary,actionPerformed,0.057971,no,no
1359,3060,3060,1169642,13207437,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,run,sendRequestObjectResponse,0.10177,no,no
1360,3061,3061,22046596,22114133,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,copy,actionPerformed,0.037433,no,no
1361,3064,3064,14819747,21425787,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,copyFile,0.084848,no,no
1362,3067,3067,14038176,22625683,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,fetchUrl,downloadModel,0.213115,no,no
1363,3068,3068,7468819,12724876,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,run,loadURL,0.257732,no,no
1364,3071,3071,15241397,22114133,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,doGet,actionPerformed,0.09009,no,no
1365,3073,3073,1508930,10212189,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,httpRequestByPOST,getXML,0.27027,no,yes
1366,3074,3074,14819747,12055086,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,copyDeleting,0.069767,no,no
1367,3077,3077,10690321,20310134,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,readData,copyFile,0.052434,no,no
1368,3078,3078,8983517,10540676,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getUser,checkForUpgrade,0.1,no,no
1369,3080,3080,10690321,20375440,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,readData,copyFile,0.03321,no,no
1370,3090,3090,3409084,7468819,0,1,0,FP,0.85,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getRequestContent,run,0.193548,no,no
1371,3091,3091,11962480,160705,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,read,downloadFile,0.155556,no,no
1372,3092,3092,21998571,665420,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readTwitterFead,doVersionCheck,0.180851,no,no
1373,3093,3093,2396191,16079868,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getLinksFromURLFast,readIntoList,0.169811,no,no
1374,3096,3096,3409084,20073619,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,getRequestContent,getPagina,0.238095,no,no
1375,3098,3098,2642914,10690321,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,addFileToTarGz,readData,0.039427,no,no
1376,3099,3099,22114133,14231545,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,actionPerformed,createTempFile,0.050761,no,no
1377,3101,3101,22410173,22114133,0,1,0,FP,0.95,library_context_missing,library_context_missing,context_recovery_then_dynamic,not_reliably_solvable_static,low,low,copyFile,actionPerformed,0.056701,no,no
1378,3103,3103,16353490,9267602,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,executePost,main,0.148148,no,no
1379,3105,3105,701029,160705,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,loadSourceCode,downloadFile,0.130952,no,no
1380,3108,3108,20568568,1005107,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,createHTML,googleImageSearch,0.097297,no,no
1381,3109,3109,3584508,7425022,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,transferWSDL,0.175,no,yes
1382,3114,3114,22114133,7499186,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,actionPerformed,bootKernel,0.04918,no,no
1383,3115,3115,18544890,324679,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,get,import_hints,0.20202,no,no
1384,3116,3116,5951610,471804,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,testNetworkHTTP,doVersionCheck,0.195402,no,yes
1385,3117,3117,14819747,771802,0,1,0,FP,0.97,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,createOutputStream,0.059406,no,no
1386,3125,3125,14617444,614099,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readUNI,doVersionCheck,0.257143,no,no
1387,3128,3128,18504192,14819747,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,copyFile,main,0.067073,no,no
