pair_id,case_id,source_line_no,function_id_a,function_id_b,label,graphcodebert_prediction,llm_bcb_style_prediction,error_type,confidence,failure_category,normalized_category,recommended_route,static_solvability,dynamic_solvability,execution_priority,method_name_a,method_name_b,token_jaccard,strict_clone,bcb_style_clone
294,2048,2048,11475527,7945594,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,addDataFromURL,fileDownload,0.227273,no,yes
295,2054,2054,3401153,7809093,1,0,1,FN,0.85,library_context_missing,library_context_missing,context_recovery_then_expert,not_reliably_solvable_static,low,medium,getHTML,getContent,0.2125,no,yes
296,2063,2063,4562786,9450274,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,GetResponse,seeURLConnection,0.240741,no,yes
297,2071,2071,14758866,8490297,1,0,1,FN,0.95,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getResourceAsStream,copyFile,0.161905,no,yes
298,2076,2076,7044153,6301863,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,sendExceptionToServer,doRawRequest,0.306818,no,yes
299,2084,2084,22114133,3187685,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,actionPerformed,copyJar,0.056995,no,no
300,2094,2094,6558022,9450274,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,CheckUrl,seeURLConnection,0.272727,no,yes
301,2099,2099,1508930,8166767,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,httpRequestByPOST,invoke,0.276423,no,yes
302,2108,2108,6908537,5989666,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,login,postXml,0.275862,no,yes
303,2112,2112,10690321,14231545,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,low,readData,createTempFile,0.036364,no,no
304,2123,2123,3401153,6908537,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getHTML,login,0.195402,no,yes
305,2129,2129,22993368,10690321,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,low,decodeFileToFile,readData,0.064748,no,no
306,2139,2139,14819747,13063241,0,1,0,FP,0.98,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,copyFile,0.052326,no,no
307,2146,2146,17580775,7468819,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runInternal,run,0.134328,no,yes
308,2166,2166,21092340,22114133,0,1,0,FP,0.98,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,addToArchive,actionPerformed,0.036458,no,no
309,2167,2167,14688886,1508930,1,0,1,FN,0.85,long_range_semantics,long_range_semantics,hybrid_review,partially_solvable,medium,medium,populateResources,httpRequestByPOST,0.152672,no,yes
310,2171,2171,13439950,9450274,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,readRemoteFile,seeURLConnection,0.237288,no,yes
311,2175,2175,807346,742465,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runScript,doVersionCheck,0.214286,no,yes
312,2220,2220,7044153,8973505,1,0,1,FN,0.9,long_range_semantics,long_range_semantics,hybrid_review,partially_solvable,medium,medium,sendExceptionToServer,writeFileType,0.205882,no,yes
313,2221,2221,4686922,10690321,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,low,extractResourceToFile,readData,0.029851,no,no
314,2222,2222,14194234,9319440,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,File2String,load,0.24359,no,yes
315,2236,2236,17580775,22401746,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runInternal,sendRequest,0.110687,no,yes
316,2242,2242,22114133,149935,0,1,0,FP,0.9,other,other,hybrid_review,partially_solvable,medium,low,actionPerformed,convert,0.082397,no,no
317,2250,2250,18793482,9109613,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,modifyApplicationMessage,fileCopy,0.204918,no,yes
318,2254,2254,7945594,19109981,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,fileDownload,startScript,0.142857,no,yes
319,2257,2257,7118860,20073619,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getEncoding,getPagina,0.21875,no,yes
320,2262,2262,3266833,10690321,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,MotixFileItem,readData,0.032258,no,no
321,2269,2269,18544890,7633336,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,get,executeHttpGet,0.125,no,no
322,2279,2279,7044153,6890417,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,sendExceptionToServer,main,0.162963,no,yes
323,2297,2297,7006052,14758866,1,0,1,FN,0.95,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyFileTo,getResourceAsStream,0.147059,no,yes
324,2302,2302,20602651,1005108,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readURL,googleImageSearch,0.154639,no,no
325,2306,2306,1169642,10540676,0,1,0,FP,1.0,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,run,checkForUpgrade,0.113122,no,no
326,2307,2307,1097146,8588992,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,medium,getMessageDigest,perform,0.073864,no,no
327,2316,2316,6908537,665420,1,0,1,FN,0.9,lexical_or_api_overlap,lexical_or_api_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,login,doVersionCheck,0.16092,no,yes
328,2332,2332,18793482,3024970,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,modifyApplicationMessage,testCopy_inputStreamToOutputStream,0.140187,no,yes
329,2333,2333,21998571,160705,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readTwitterFead,downloadFile,0.07619,no,no
330,2335,2335,3330775,807346,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getJSONData,runScript,0.1875,no,yes
331,2342,2342,14878593,22114133,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,medium,hyperlinkUpdate,actionPerformed,0.088372,no,no
332,2344,2344,14819747,6501291,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,main,extractFile,0.075145,no,no
333,2345,2345,10690321,19687456,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,readData,testReadPerMemberSixSmall,0.036364,no,no
334,2381,2381,11475527,807346,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,addDataFromURL,runScript,0.276596,no,yes
335,2383,2383,14617444,20073619,0,1,0,FP,9.0,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readUNI,getPagina,0.301887,no,no
336,2390,2390,7633336,18097962,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,executeHttpGet,getVersion,0.2,no,no
337,2392,2392,14819747,10451698,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,medium,main,copy,0.087432,no,no
338,2394,2394,10690321,12055086,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,readData,copyDeleting,0.04461,no,no
339,2403,2403,807346,14038176,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runScript,fetchUrl,0.229167,no,yes
340,2413,2413,1508930,11082670,1,0,1,FN,0.95,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,httpRequestByPOST,lookupFutureEvents,0.150685,no,yes
341,2421,2421,14617444,20602651,0,1,0,FP,1.0,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readUNI,readURL,0.352941,no,no
342,2436,2436,21092340,10690321,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,addToArchive,readData,0.018382,no,no
343,2442,2442,6890417,8166767,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,invoke,0.0875,no,yes
344,2478,2478,8588992,21827619,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,perform,SHA1,0.047059,no,no
345,2479,2479,8166767,5989666,1,0,1,FN,0.9,lexical_or_api_overlap,lexical_or_api_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,invoke,postXml,0.172932,no,yes
346,2480,2480,7945594,9267602,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,fileDownload,main,0.246154,no,yes
347,2481,2481,189963,10690321,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,readAndRewrite,readData,0.03268,no,no
348,2483,2483,6470716,15645004,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,unzip,0.292135,no,yes
349,2485,2485,3584508,11716816,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,updateFile,0.210526,no,yes
350,2493,2493,3401153,22844377,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getHTML,scrapeForIsbns,0.161905,no,yes
351,2498,2498,13362846,22114133,0,1,0,FP,0.99,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,low,setContenu,actionPerformed,0.057851,no,no
352,2499,2499,10690321,18974466,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,readData,copyFile,0.033457,no,no
353,2523,2523,3584508,6840241,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copy,0.107143,no,yes
354,2545,2545,3409084,16215393,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,getRequestContent,importSequences,0.078125,no,no
355,2546,2546,3584508,5138455,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,save,0.140351,no,yes
356,2554,2554,19849797,22114133,0,1,0,FP,0.99,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,copyFile,actionPerformed,0.046632,no,no
357,2571,2571,22752444,8588992,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,encrypt,perform,0.056497,no,no
358,2581,2581,14047629,22114133,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,ExternalDecoder,actionPerformed,0.055556,no,no
359,2585,2585,7891509,1508930,1,0,1,FN,0.9,lexical_or_api_overlap,lexical_or_api_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,PageLoader,httpRequestByPOST,0.130435,no,yes
360,2586,2586,3401153,21821404,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getHTML,getWebPage,0.165049,no,yes
361,2603,2603,8588992,23335922,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,perform,digest,0.029762,no,no
362,2609,2609,16550855,18544890,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readPage,get,0.173333,no,no
363,2614,2614,350482,14194234,1,0,1,FN,0.85,boilerplate_overlap,boilerplate_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,doVersionCheck,File2String,0.228916,no,yes
364,2621,2621,3409084,742465,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,getRequestContent,doVersionCheck,0.134328,no,no
365,2626,2626,807346,11334468,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runScript,wordFrequency,0.254545,no,yes
366,2631,2631,4686922,14819747,0,1,0,FP,0.98,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,extractResourceToFile,main,0.059172,no,no
367,2636,2636,3401153,6299111,1,0,1,FN,0.95,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getHTML,retrieveQ,0.30137,no,yes
368,2643,2643,5951610,14194234,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,testNetworkHTTP,File2String,0.170455,no,yes
369,2646,2646,3584508,18211588,1,0,1,FN,0.95,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copyTextFile,0.171875,no,yes
370,2649,2649,6470716,5977352,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,copyFile,0.296296,no,yes
371,2652,2652,10690321,23452437,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,readData,internalCopy,0.05036,no,no
372,2654,2654,22503685,19109981,1,0,1,FN,0.9,boilerplate_overlap,boilerplate_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,readGeoParserResult,startScript,0.117284,no,yes
373,2678,2678,21998571,22442270,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readTwitterFead,handledRun,0.097015,no,no
374,2679,2679,3631989,9450274,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,run,seeURLConnection,0.282609,no,yes
375,2708,2708,10690321,23273706,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,low,readData,getProjectTreeData,0.074534,no,no
376,2714,2714,13439950,3409084,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readRemoteFile,getRequestContent,0.188679,no,no
377,2721,2721,3584508,7087108,1,0,1,FN,0.95,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,doGet,0.140351,no,yes
378,2754,2754,15797402,10690321,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,parse,readData,0.036232,no,no
379,2765,2765,22114133,19868933,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,actionPerformed,copyFromFileToFileUsingNIO,0.056995,no,no
380,2786,2786,21642215,19494842,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,addIDs,callService,0.150794,no,yes
381,2797,2797,20028790,807346,1,0,1,FN,0.85,boilerplate_overlap,boilerplate_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,setBundleInfoName,runScript,0.266667,no,yes
382,2811,2811,3584508,19134229,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copyFile,0.236364,no,yes
383,2816,2816,8588992,1235538,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,perform,encrypt,0.045714,no,no
384,2835,2835,20028790,16215393,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,setBundleInfoName,importSequences,0.194805,no,no
385,2843,2843,20602651,22625683,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readURL,downloadModel,0.151515,no,no
386,2851,2851,7809093,2465747,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getContent,postRequest,0.17284,no,yes
387,2853,2853,13122204,6470716,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,unzipModel,main,0.423077,no,yes
388,2858,2858,7945594,665420,1,0,1,FN,0.9,lexical_or_api_overlap,lexical_or_api_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,fileDownload,doVersionCheck,0.216867,no,yes
389,2872,2872,22503685,13152325,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,readGeoParserResult,loadExistingAntlibs,0.134831,no,yes
390,2875,2875,3584508,22264586,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copyFiles,0.20339,no,yes
391,2879,2879,6890417,9450274,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,seeURLConnection,0.159574,no,yes
392,2896,2896,18891988,7425022,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getFile,transferWSDL,0.128205,no,yes
393,2913,2913,18544890,10212189,0,1,0,FP,1.0,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,get,getXML,0.192308,no,no
394,2919,2919,22114133,16825994,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,medium,actionPerformed,run,0.075829,no,no
395,2920,2920,3584508,20128728,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copyFile,0.204082,no,yes
396,2922,2922,17296916,22114133,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,medium,logging,actionPerformed,0.071749,no,no
397,2924,2924,18891988,11377441,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getFile,resolvePlugins,0.078571,no,yes
398,2933,2933,17202158,16215393,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readZoneIDs,importSequences,0.225806,no,no
399,2941,2941,3401153,10547671,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getHTML,retrieveTemplate,0.322581,no,yes
400,2947,2947,3584508,21491791,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,run,0.2,no,yes
401,2966,2966,3584508,23532405,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,persist,0.121212,no,yes
402,2968,2968,5744493,14819747,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,onlyFileCopy,main,0.079096,no,no
403,2971,2971,6470716,14758866,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,getResourceAsStream,0.193548,no,yes
404,2986,2986,17580775,9319440,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runInternal,load,0.105528,no,yes
405,2992,2992,807346,10547671,1,0,1,FN,0.95,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runScript,retrieveTemplate,0.244898,no,yes
406,2993,2993,807346,2465747,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runScript,postRequest,0.246154,no,yes
407,3000,3000,6470716,22801734,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,setup,0.225564,no,yes
408,3009,3009,20028790,21016435,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,setBundleInfoName,getFullScreenUrl,0.25,no,no
409,3010,3010,11475527,17580775,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,addDataFromURL,runInternal,0.078947,no,yes
410,3011,3011,13596891,11546108,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,doTransfer,run,0.164179,no,yes
411,3026,3026,3401153,2221297,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getHTML,getURLContent,0.4,no,yes
412,3028,3028,10690321,5998352,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,readData,testStandardTee,0.032028,no,no
413,3033,3033,3409084,11082670,0,1,0,FP,1.0,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getRequestContent,lookupFutureEvents,0.083333,no,no
414,3036,3036,1169642,9319440,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,run,load,0.179487,no,no
415,3037,3037,1508930,3631989,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,httpRequestByPOST,run,0.191781,no,yes
416,3061,3061,22046596,22114133,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,copy,actionPerformed,0.037433,no,no
417,3073,3073,1508930,10212189,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,httpRequestByPOST,getXML,0.27027,no,yes
418,3096,3096,3409084,20073619,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,getRequestContent,getPagina,0.238095,no,no
419,3099,3099,22114133,14231545,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,actionPerformed,createTempFile,0.050761,no,no
420,3101,3101,22410173,22114133,0,1,0,FP,0.95,library_context_missing,library_context_missing,context_recovery_then_dynamic,not_reliably_solvable_static,low,low,copyFile,actionPerformed,0.056701,no,no
421,3109,3109,3584508,7425022,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,transferWSDL,0.175,no,yes
422,3116,3116,5951610,471804,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,testNetworkHTTP,doVersionCheck,0.195402,no,yes
423,3117,3117,14819747,771802,0,1,0,FP,0.97,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,createOutputStream,0.059406,no,no
424,3131,3131,3401153,8665321,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getHTML,getNetworkServersIPs,0.295775,no,yes
425,3145,3145,14819747,16851955,0,1,0,FP,0.95,library_context_missing,library_context_missing,context_recovery_then_dynamic,not_reliably_solvable_static,low,low,main,testTrainingBackprop,0.045685,no,no
426,3154,3154,10690321,20100809,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,readData,copy,0.067616,no,no
427,3157,3157,3584508,15768167,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copyFile,0.22,no,yes
428,3159,3159,2461169,8079516,1,0,1,FN,0.9,lexical_or_api_overlap,lexical_or_api_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,low,decodeFileToFile,buildSiteForEdit,0.066667,no,yes
429,3165,3165,7809093,7945594,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getContent,fileDownload,0.127907,no,yes
430,3170,3170,2834524,22114133,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,write,actionPerformed,0.060185,no,no
431,3188,3188,16931472,14617444,0,1,0,FP,1.0,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,handler,readUNI,0.28125,no,no
432,3199,3199,6470716,2199604,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,unzipEntry,0.135802,no,yes
433,3222,3222,13981689,8588992,0,1,0,FP,0.99,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,md5Hash,perform,0.04908,no,no
434,3223,3223,18793482,8150996,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,modifyApplicationMessage,copyFile,0.212121,no,yes
435,3233,3233,1985677,10540676,0,1,0,FP,0.99,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,SRWGuiClient,checkForUpgrade,0.091216,no,no
436,3259,3259,7633336,9450274,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,executeHttpGet,seeURLConnection,0.285714,no,yes
437,3269,3269,7633336,14194234,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,executeHttpGet,File2String,0.166667,no,yes
438,3270,3270,807346,1508930,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runScript,httpRequestByPOST,0.166667,no,yes
439,3271,3271,397240,22114133,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,low,readAndRewrite,actionPerformed,0.021459,no,no
440,3278,3278,10690321,15409512,0,1,0,FP,1.0,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,readData,main,0.073427,no,no
441,3286,3286,14038176,160705,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,fetchUrl,downloadFile,0.161765,no,no
442,3293,3293,10690321,18782385,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,readData,saveFile,0.051351,no,no
